iso_code3,Nation,Year,pop_lvst_initial_sheep
LTU,Lithuania,2034,135640.0
LTU,Lithuania,2035,135640.0
LTU,Lithuania,2036,135640.0
LTU,Lithuania,2037,135640.0
LTU,Lithuania,2038,135640.0
LTU,Lithuania,2039,135640.0
LTU,Lithuania,2040,135640.0
LTU,Lithuania,2041,135640.0
LTU,Lithuania,2042,135640.0
LTU,Lithuania,2043,135640.0
LTU,Lithuania,2044,135640.0
LTU,Lithuania,2045,135640.0
LTU,Lithuania,2046,135640.0
LTU,Lithuania,2047,135640.0
LTU,Lithuania,2048,135640.0
LTU,Lithuania,2049,135640.0
LTU,Lithuania,2050,135640.0
LUX,Luxembourg,2023,9000.0
LUX,Luxembourg,2024,9000.0
LUX,Luxembourg,2025,9000.0
LUX,Luxembourg,2026,9000.0
LUX,Luxembourg,2027,9000.0
LUX,Luxembourg,2028,9000.0
LUX,Luxembourg,2029,9000.0
LUX,Luxembourg,2030,9000.0
LUX,Luxembourg,2031,9000.0
LUX,Luxembourg,2032,9000.0
LUX,Luxembourg,2033,9000.0
LUX,Luxembourg,2034,9000.0
LUX,Luxembourg,2035,9000.0
LUX,Luxembourg,2036,9000.0
LUX,Luxembourg,2037,9000.0
LUX,Luxembourg,2038,9000.0
LUX,Luxembourg,2039,9000.0
LUX,Luxembourg,2040,9000.0
LUX,Luxembourg,2041,9000.0
LUX,Luxembourg,2042,9000.0
LUX,Luxembourg,2043,9000.0
LUX,Luxembourg,2044,9000.0
LUX,Luxembourg,2045,9000.0
LUX,Luxembourg,2046,9000.0
LUX,Luxembourg,2047,9000.0
LUX,Luxembourg,2048,9000.0
LUX,Luxembourg,2049,9000.0
LUX,Luxembourg,2050,9000.0
LVA,Latvia,2023,87320.0
LVA,Latvia,2024,87320.0
LVA,Latvia,2025,87320.0
LVA,Latvia,2026,87320.0
LVA,Latvia,2027,87320.0
LVA,Latvia,2028,87320.0
LVA,Latvia,2029,87320.0
LVA,Latvia,2030,87320.0
LVA,Latvia,2031,87320.0
LVA,Latvia,2032,87320.0
LVA,Latvia,2033,87320.0
LVA,Latvia,2034,87320.0
LVA,Latvia,2035,87320.0
LVA,Latvia,2036,87320.0
LVA,Latvia,2037,87320.0
LVA,Latvia,2038,87320.0
LVA,Latvia,2039,87320.0
LVA,Latvia,2040,87320.0
LVA,Latvia,2041,87320.0
LVA,Latvia,2042,87320.0
LVA,Latvia,2043,87320.0
LVA,Latvia,2044,87320.0
LVA,Latvia,2045,87320.0
LVA,Latvia,2046,87320.0
LVA,Latvia,2047,87320.0
LVA,Latvia,2048,87320.0
LVA,Latvia,2049,87320.0
LVA,Latvia,2050,87320.0
MAC,"China, Macao SAR",2023,0.0
MAC,"China, Macao SAR",2024,0.0
MAC,"China, Macao SAR",2025,0.0
MAC,"China, Macao SAR",2026,0.0
MAC,"China, Macao SAR",2027,0.0
MAC,"China, Macao SAR",2028,0.0
MAC,"China, Macao SAR",2029,0.0
MAC,"China, Macao SAR",2030,0.0
MAC,"China, Macao SAR",2031,0.0
MAC,"China, Macao SAR",2032,0.0
MAC,"China, Macao SAR",2033,0.0
MAC,"China, Macao SAR",2034,0.0
MAC,"China, Macao SAR",2035,0.0
MAC,"China, Macao SAR",2036,0.0
MAC,"China, Macao SAR",2037,0.0
MAC,"China, Macao SAR",2038,0.0
MAC,"China, Macao SAR",2039,0.0
MAC,"China, Macao SAR",2040,0.0
MAC,"China, Macao SAR",2041,0.0
MAC,"China, Macao SAR",2042,0.0
MAC,"China, Macao SAR",2043,0.0
MAC,"China, Macao SAR",2044,0.0
MAC,"China, Macao SAR",2045,0.0
MAC,"China, Macao SAR",2046,0.0
MAC,"China, Macao SAR",2047,0.0
MAC,"China, Macao SAR",2048,0.0
MAC,"China, Macao SAR",2049,0.0
MAC,"China, Macao SAR",2050,0.0
MAR,Morocco,2023,21800556.0
MAR,Morocco,2024,21800556.0
MAR,Morocco,2025,21800556.0
MAR,Morocco,2026,21800556.0
MAR,Morocco,2027,21800556.0
MAR,Morocco,2028,21800556.0
MAR,Morocco,2029,21800556.0
MAR,Morocco,2030,21800556.0
MAR,Morocco,2031,21800556.0
MAR,Morocco,2032,21800556.0
MAR,Morocco,2033,21800556.0
MAR,Morocco,2034,21800556.0
MAR,Morocco,2035,21800556.0
MAR,Morocco,2036,21800556.0
MAR,Morocco,2037,21800556.0
MAR,Morocco,2038,21800556.0
MAR,Morocco,2039,21800556.0
MAR,Morocco,2040,21800556.0
MAR,Morocco,2041,21800556.0
MAR,Morocco,2042,21800556.0
MAR,Morocco,2043,21800556.0
MAR,Morocco,2044,21800556.0
MAR,Morocco,2045,21800556.0
MAR,Morocco,2046,21800556.0
MAR,Morocco,2047,21800556.0
MAR,Morocco,2048,21800556.0
MAR,Morocco,2049,21800556.0
MAR,Morocco,2050,21800556.0
MDA,Republic of Moldova,2023,419290.0
MDA,Republic of Moldova,2024,419290.0
MDA,Republic of Moldova,2025,419290.0
MDA,Republic of Moldova,2026,419290.0
MDA,Republic of Moldova,2027,419290.0
MDA,Republic of Moldova,2028,419290.0
MDA,Republic of Moldova,2029,419290.0
MDA,Republic of Moldova,2030,419290.0
MDA,Republic of Moldova,2031,419290.0
MDA,Republic of Moldova,2032,419290.0
MDA,Republic of Moldova,2033,419290.0
MDA,Republic of Moldova,2034,419290.0
MDA,Republic of Moldova,2035,419290.0
MDA,Republic of Moldova,2036,419290.0
MDA,Republic of Moldova,2037,419290.0
MDA,Republic of Moldova,2038,419290.0
MDA,Republic of Moldova,2039,419290.0
MDA,Republic of Moldova,2040,419290.0
MDA,Republic of Moldova,2041,419290.0
MDA,Republic of Moldova,2042,419290.0
MDA,Republic of Moldova,2043,419290.0
MDA,Republic of Moldova,2044,419290.0
MDA,Republic of Moldova,2045,419290.0
MDA,Republic of Moldova,2046,419290.0
MDA,Republic of Moldova,2047,419290.0
MDA,Republic of Moldova,2048,419290.0
MDA,Republic of Moldova,2049,419290.0
MDA,Republic of Moldova,2050,419290.0
MDG,Madagascar,2023,949012.0
MDG,Madagascar,2024,949012.0
MDG,Madagascar,2025,949012.0
MDG,Madagascar,2026,949012.0
MDG,Madagascar,2027,949012.0
MDG,Madagascar,2028,949012.0
MDG,Madagascar,2029,949012.0
MDG,Madagascar,2030,949012.0
MDG,Madagascar,2031,949012.0
MDG,Madagascar,2032,949012.0
MDG,Madagascar,2033,949012.0
MDG,Madagascar,2034,949012.0
MDG,Madagascar,2035,949012.0
MDG,Madagascar,2036,949012.0
MDG,Madagascar,2037,949012.0
MDG,Madagascar,2038,949012.0
MDG,Madagascar,2039,949012.0
MDG,Madagascar,2040,949012.0
MDG,Madagascar,2041,949012.0
MDG,Madagascar,2042,949012.0
MDG,Madagascar,2043,949012.0
MDG,Madagascar,2044,949012.0
MDG,Madagascar,2045,949012.0
MDG,Madagascar,2046,949012.0
MDG,Madagascar,2047,949012.0
MDG,Madagascar,2048,949012.0
MDG,Madagascar,2049,949012.0
MDG,Madagascar,2050,949012.0
MEX,Mexico,2023,8805206.0
MEX,Mexico,2024,8805206.0
MEX,Mexico,2025,8805206.0
MEX,Mexico,2026,8805206.0
MEX,Mexico,2027,8805206.0
MEX,Mexico,2028,8805206.0
MEX,Mexico,2029,8805206.0
MEX,Mexico,2030,8805206.0
MEX,Mexico,2031,8805206.0
MEX,Mexico,2032,8805206.0
MEX,Mexico,2033,8805206.0
MEX,Mexico,2034,8805206.0
MEX,Mexico,2035,8805206.0
MEX,Mexico,2036,8805206.0
MEX,Mexico,2037,8805206.0
MEX,Mexico,2038,8805206.0
MEX,Mexico,2039,8805206.0
MEX,Mexico,2040,8805206.0
MEX,Mexico,2041,8805206.0
MEX,Mexico,2042,8805206.0
MEX,Mexico,2043,8805206.0
MEX,Mexico,2044,8805206.0
MEX,Mexico,2045,8805206.0
MEX,Mexico,2046,8805206.0
MEX,Mexico,2047,8805206.0
MEX,Mexico,2048,8805206.0
MEX,Mexico,2049,8805206.0
MEX,Mexico,2050,8805206.0
MKD,North Macedonia,2023,646488.0
MKD,North Macedonia,2024,646488.0
MKD,North Macedonia,2025,646488.0
MKD,North Macedonia,2026,646488.0
MKD,North Macedonia,2027,646488.0
MKD,North Macedonia,2028,646488.0
MKD,North Macedonia,2029,646488.0
MKD,North Macedonia,2030,646488.0
MKD,North Macedonia,2031,646488.0
MKD,North Macedonia,2032,646488.0
MKD,North Macedonia,2033,646488.0
MKD,North Macedonia,2034,646488.0
MKD,North Macedonia,2035,646488.0
MKD,North Macedonia,2036,646488.0
MKD,North Macedonia,2037,646488.0
MKD,North Macedonia,2038,646488.0
MKD,North Macedonia,2039,646488.0
MKD,North Macedonia,2040,646488.0
MKD,North Macedonia,2041,646488.0
MKD,North Macedonia,2042,646488.0
MKD,North Macedonia,2043,646488.0
MKD,North Macedonia,2044,646488.0
MKD,North Macedonia,2045,646488.0
MKD,North Macedonia,2046,646488.0
MKD,North Macedonia,2047,646488.0
MKD,North Macedonia,2048,646488.0
MKD,North Macedonia,2049,646488.0
MKD,North Macedonia,2050,646488.0
MLI,Mali,2023,22207300.0
MLI,Mali,2024,22207300.0
MLI,Mali,2025,22207300.0
MLI,Mali,2026,22207300.0
MLI,Mali,2027,22207300.0
MLI,Mali,2028,22207300.0
MLI,Mali,2029,22207300.0
MLI,Mali,2030,22207300.0
MLI,Mali,2031,22207300.0
MLI,Mali,2032,22207300.0
MLI,Mali,2033,22207300.0
MLI,Mali,2034,22207300.0
MLI,Mali,2035,22207300.0
MLI,Mali,2036,22207300.0
MLI,Mali,2037,22207300.0
MLI,Mali,2038,22207300.0
MLI,Mali,2039,22207300.0
MLI,Mali,2040,22207300.0
MLI,Mali,2041,22207300.0
MLI,Mali,2042,22207300.0
MLI,Mali,2043,22207300.0
MLI,Mali,2044,22207300.0
MLI,Mali,2045,22207300.0
MLI,Mali,2046,22207300.0
MLI,Mali,2047,22207300.0
MLI,Mali,2048,22207300.0
MLI,Mali,2049,22207300.0
MLI,Mali,2050,22207300.0
MLT,Malta,2023,14470.0
MLT,Malta,2024,14470.0
MLT,Malta,2025,14470.0
MLT,Malta,2026,14470.0
MLT,Malta,2027,14470.0
MLT,Malta,2028,14470.0
MLT,Malta,2029,14470.0
MLT,Malta,2030,14470.0
MLT,Malta,2031,14470.0
MLT,Malta,2032,14470.0
MLT,Malta,2033,14470.0
MLT,Malta,2034,14470.0
MLT,Malta,2035,14470.0
MLT,Malta,2036,14470.0
MLT,Malta,2037,14470.0
MLT,Malta,2038,14470.0
MLT,Malta,2039,14470.0
MLT,Malta,2040,14470.0
MLT,Malta,2041,14470.0
MLT,Malta,2042,14470.0
MLT,Malta,2043,14470.0
MLT,Malta,2044,14470.0
MLT,Malta,2045,14470.0
MLT,Malta,2046,14470.0
MLT,Malta,2047,14470.0
MLT,Malta,2048,14470.0
MLT,Malta,2049,14470.0
MLT,Malta,2050,14470.0
MMR,Myanmar,2023,542000.0
MMR,Myanmar,2024,542000.0
MMR,Myanmar,2025,542000.0
MMR,Myanmar,2026,542000.0
MMR,Myanmar,2027,542000.0
MMR,Myanmar,2028,542000.0
MMR,Myanmar,2029,542000.0
MMR,Myanmar,2030,542000.0
MMR,Myanmar,2031,542000.0
MMR,Myanmar,2032,542000.0
MMR,Myanmar,2033,542000.0
MMR,Myanmar,2034,542000.0
MMR,Myanmar,2035,542000.0
MMR,Myanmar,2036,542000.0
MMR,Myanmar,2037,542000.0
MMR,Myanmar,2038,542000.0
MMR,Myanmar,2039,542000.0
MMR,Myanmar,2040,542000.0
MMR,Myanmar,2041,542000.0
MMR,Myanmar,2042,542000.0
MMR,Myanmar,2043,542000.0
MMR,Myanmar,2044,542000.0
MMR,Myanmar,2045,542000.0
MMR,Myanmar,2046,542000.0
MMR,Myanmar,2047,542000.0
MMR,Myanmar,2048,542000.0
MMR,Myanmar,2049,542000.0
MMR,Myanmar,2050,542000.0
MNE,Montenegro,2023,161376.0
MNE,Montenegro,2024,161376.0
MNE,Montenegro,2025,161376.0
MNE,Montenegro,2026,161376.0
MNE,Montenegro,2027,161376.0
MNE,Montenegro,2028,161376.0
MNE,Montenegro,2029,161376.0
MNE,Montenegro,2030,161376.0
MNE,Montenegro,2031,161376.0
MNE,Montenegro,2032,161376.0
MNE,Montenegro,2033,161376.0
MNE,Montenegro,2034,161376.0
MNE,Montenegro,2035,161376.0
MNE,Montenegro,2036,161376.0
MNE,Montenegro,2037,161376.0
MNE,Montenegro,2038,161376.0
MNE,Montenegro,2039,161376.0
MNE,Montenegro,2040,161376.0
MNE,Montenegro,2041,161376.0
MNE,Montenegro,2042,161376.0
MNE,Montenegro,2043,161376.0
MNE,Montenegro,2044,161376.0
MNE,Montenegro,2045,161376.0
MNE,Montenegro,2046,161376.0
MNE,Montenegro,2047,161376.0
MNE,Montenegro,2048,161376.0
MNE,Montenegro,2049,161376.0
MNE,Montenegro,2050,161376.0
MNG,Mongolia,2023,32747682.0
MNG,Mongolia,2024,32747682.0
MNG,Mongolia,2025,32747682.0
MNG,Mongolia,2026,32747682.0
MNG,Mongolia,2027,32747682.0
MNG,Mongolia,2028,32747682.0
MNG,Mongolia,2029,32747682.0
MNG,Mongolia,2030,32747682.0
MNG,Mongolia,2031,32747682.0
MNG,Mongolia,2032,32747682.0
MNG,Mongolia,2033,32747682.0
MNG,Mongolia,2034,32747682.0
MNG,Mongolia,2035,32747682.0
MNG,Mongolia,2036,32747682.0
MNG,Mongolia,2037,32747682.0
MNG,Mongolia,2038,32747682.0
MNG,Mongolia,2039,32747682.0
MNG,Mongolia,2040,32747682.0
MNG,Mongolia,2041,32747682.0
MNG,Mongolia,2042,32747682.0
MNG,Mongolia,2043,32747682.0
MNG,Mongolia,2044,32747682.0
MNG,Mongolia,2045,32747682.0
MNG,Mongolia,2046,32747682.0
MNG,Mongolia,2047,32747682.0
MNG,Mongolia,2048,32747682.0
MNG,Mongolia,2049,32747682.0
MNG,Mongolia,2050,32747682.0
MOZ,Mozambique,2023,164002.0
MOZ,Mozambique,2024,164002.0
MOZ,Mozambique,2025,164002.0
MOZ,Mozambique,2026,164002.0
MOZ,Mozambique,2027,164002.0
MOZ,Mozambique,2028,164002.0
MOZ,Mozambique,2029,164002.0
MOZ,Mozambique,2030,164002.0
MOZ,Mozambique,2031,164002.0
MOZ,Mozambique,2032,164002.0
MOZ,Mozambique,2033,164002.0
MOZ,Mozambique,2034,164002.0
MOZ,Mozambique,2035,164002.0
MOZ,Mozambique,2036,164002.0
MOZ,Mozambique,2037,164002.0
MOZ,Mozambique,2038,164002.0
MOZ,Mozambique,2039,164002.0
MOZ,Mozambique,2040,164002.0
MOZ,Mozambique,2041,164002.0
MOZ,Mozambique,2042,164002.0
MOZ,Mozambique,2043,164002.0
MOZ,Mozambique,2044,164002.0
MOZ,Mozambique,2045,164002.0
MOZ,Mozambique,2046,164002.0
MOZ,Mozambique,2047,164002.0
MOZ,Mozambique,2048,164002.0
MOZ,Mozambique,2049,164002.0
MOZ,Mozambique,2050,164002.0
MRT,Mauritania,2023,11140836.0
MRT,Mauritania,2024,11140836.0
MRT,Mauritania,2025,11140836.0
MRT,Mauritania,2026,11140836.0
MRT,Mauritania,2027,11140836.0
MRT,Mauritania,2028,11140836.0
MRT,Mauritania,2029,11140836.0
MRT,Mauritania,2030,11140836.0
MRT,Mauritania,2031,11140836.0
MRT,Mauritania,2032,11140836.0
MRT,Mauritania,2033,11140836.0
MRT,Mauritania,2034,11140836.0
MRT,Mauritania,2035,11140836.0
MRT,Mauritania,2036,11140836.0
MRT,Mauritania,2037,11140836.0
MRT,Mauritania,2038,11140836.0
MRT,Mauritania,2039,11140836.0
MRT,Mauritania,2040,11140836.0
MRT,Mauritania,2041,11140836.0
MRT,Mauritania,2042,11140836.0
MRT,Mauritania,2043,11140836.0
MRT,Mauritania,2044,11140836.0
MRT,Mauritania,2045,11140836.0
MRT,Mauritania,2046,11140836.0
MRT,Mauritania,2047,11140836.0
MRT,Mauritania,2048,11140836.0
MRT,Mauritania,2049,11140836.0
MRT,Mauritania,2050,11140836.0
MUS,Mauritius,2023,4367.0
MUS,Mauritius,2024,4367.0
MUS,Mauritius,2025,4367.0
MUS,Mauritius,2026,4367.0
MUS,Mauritius,2027,4367.0
MUS,Mauritius,2028,4367.0
MUS,Mauritius,2029,4367.0
MUS,Mauritius,2030,4367.0
MUS,Mauritius,2031,4367.0
MUS,Mauritius,2032,4367.0
MUS,Mauritius,2033,4367.0
MUS,Mauritius,2034,4367.0
MUS,Mauritius,2035,4367.0
MUS,Mauritius,2036,4367.0
MUS,Mauritius,2037,4367.0
MUS,Mauritius,2038,4367.0
MUS,Mauritius,2039,4367.0
MUS,Mauritius,2040,4367.0
MUS,Mauritius,2041,4367.0
MUS,Mauritius,2042,4367.0
MUS,Mauritius,2043,4367.0
MUS,Mauritius,2044,4367.0
MUS,Mauritius,2045,4367.0
MUS,Mauritius,2046,4367.0
MUS,Mauritius,2047,4367.0
MUS,Mauritius,2048,4367.0
MUS,Mauritius,2049,4367.0
MUS,Mauritius,2050,4367.0
MWI,Malawi,2023,370017.0
MWI,Malawi,2024,370017.0
MWI,Malawi,2025,370017.0
MWI,Malawi,2026,370017.0
MWI,Malawi,2027,370017.0
MWI,Malawi,2028,370017.0
MWI,Malawi,2029,370017.0
MWI,Malawi,2030,370017.0
MWI,Malawi,2031,370017.0
MWI,Malawi,2032,370017.0
MWI,Malawi,2033,370017.0
MWI,Malawi,2034,370017.0
MWI,Malawi,2035,370017.0
MWI,Malawi,2036,370017.0
MWI,Malawi,2037,370017.0
MWI,Malawi,2038,370017.0
MWI,Malawi,2039,370017.0
MWI,Malawi,2040,370017.0
MWI,Malawi,2041,370017.0
MWI,Malawi,2042,370017.0
MWI,Malawi,2043,370017.0
MWI,Malawi,2044,370017.0
MWI,Malawi,2045,370017.0
MWI,Malawi,2046,370017.0
MWI,Malawi,2047,370017.0
MWI,Malawi,2048,370017.0
MWI,Malawi,2049,370017.0
MWI,Malawi,2050,370017.0
MYS,Malaysia,2023,138520.0
MYS,Malaysia,2024,138520.0
MYS,Malaysia,2025,138520.0
MYS,Malaysia,2026,138520.0
MYS,Malaysia,2027,138520.0
MYS,Malaysia,2028,138520.0
MYS,Malaysia,2029,138520.0
MYS,Malaysia,2030,138520.0
MYS,Malaysia,2031,138520.0
MYS,Malaysia,2032,138520.0
MYS,Malaysia,2033,138520.0
MYS,Malaysia,2034,138520.0
MYS,Malaysia,2035,138520.0
MYS,Malaysia,2036,138520.0
MYS,Malaysia,2037,138520.0
MYS,Malaysia,2038,138520.0
MYS,Malaysia,2039,138520.0
MYS,Malaysia,2040,138520.0
MYS,Malaysia,2041,138520.0
MYS,Malaysia,2042,138520.0
MYS,Malaysia,2043,138520.0
MYS,Malaysia,2044,138520.0
MYS,Malaysia,2045,138520.0
MYS,Malaysia,2046,138520.0
MYS,Malaysia,2047,138520.0
MYS,Malaysia,2048,138520.0
MYS,Malaysia,2049,138520.0
MYS,Malaysia,2050,138520.0
NAM,Namibia,2023,2204508.0
NAM,Namibia,2024,2204508.0
NAM,Namibia,2025,2204508.0
NAM,Namibia,2026,2204508.0
NAM,Namibia,2027,2204508.0
NAM,Namibia,2028,2204508.0
NAM,Namibia,2029,2204508.0
NAM,Namibia,2030,2204508.0
NAM,Namibia,2031,2204508.0
NAM,Namibia,2032,2204508.0
NAM,Namibia,2033,2204508.0
NAM,Namibia,2034,2204508.0
NAM,Namibia,2035,2204508.0
NAM,Namibia,2036,2204508.0
NAM,Namibia,2037,2204508.0
NAM,Namibia,2038,2204508.0
NAM,Namibia,2039,2204508.0
NAM,Namibia,2040,2204508.0
NAM,Namibia,2041,2204508.0
NAM,Namibia,2042,2204508.0
NAM,Namibia,2043,2204508.0
NAM,Namibia,2044,2204508.0
NAM,Namibia,2045,2204508.0
NAM,Namibia,2046,2204508.0
NAM,Namibia,2047,2204508.0
NAM,Namibia,2048,2204508.0
NAM,Namibia,2049,2204508.0
NAM,Namibia,2050,2204508.0
NCL,New Caledonia,2023,1902.0
NCL,New Caledonia,2024,1902.0
NCL,New Caledonia,2025,1902.0
NCL,New Caledonia,2026,1902.0
NCL,New Caledonia,2027,1902.0
NCL,New Caledonia,2028,1902.0
NCL,New Caledonia,2029,1902.0
NCL,New Caledonia,2030,1902.0
NCL,New Caledonia,2031,1902.0
NCL,New Caledonia,2032,1902.0
NCL,New Caledonia,2033,1902.0
NCL,New Caledonia,2034,1902.0
NCL,New Caledonia,2035,1902.0
NCL,New Caledonia,2036,1902.0
NCL,New Caledonia,2037,1902.0
NCL,New Caledonia,2038,1902.0
NCL,New Caledonia,2039,1902.0
NCL,New Caledonia,2040,1902.0
NCL,New Caledonia,2041,1902.0
NCL,New Caledonia,2042,1902.0
NCL,New Caledonia,2043,1902.0
NCL,New Caledonia,2044,1902.0
NCL,New Caledonia,2045,1902.0
NCL,New Caledonia,2046,1902.0
NCL,New Caledonia,2047,1902.0
NCL,New Caledonia,2048,1902.0
NCL,New Caledonia,2049,1902.0
NCL,New Caledonia,2050,1902.0
NER,Niger,2023,14627232.0
NER,Niger,2024,14627232.0
NER,Niger,2025,14627232.0
NER,Niger,2026,14627232.0
NER,Niger,2027,14627232.0
NER,Niger,2028,14627232.0
NER,Niger,2029,14627232.0
NER,Niger,2030,14627232.0
NER,Niger,2031,14627232.0
NER,Niger,2032,14627232.0
NER,Niger,2033,14627232.0
NER,Niger,2034,14627232.0
NER,Niger,2035,14627232.0
NER,Niger,2036,14627232.0
NER,Niger,2037,14627232.0
NER,Niger,2038,14627232.0
NER,Niger,2039,14627232.0
NER,Niger,2040,14627232.0
NER,Niger,2041,14627232.0
NER,Niger,2042,14627232.0
NER,Niger,2043,14627232.0
NER,Niger,2044,14627232.0
NER,Niger,2045,14627232.0
NER,Niger,2046,14627232.0
NER,Niger,2047,14627232.0
NER,Niger,2048,14627232.0
NER,Niger,2049,14627232.0
NER,Niger,2050,14627232.0
NGA,Nigeria,2023,50304116.0
NGA,Nigeria,2024,50304116.0
NGA,Nigeria,2025,50304116.0
NGA,Nigeria,2026,50304116.0
NGA,Nigeria,2027,50304116.0
NGA,Nigeria,2028,50304116.0
NGA,Nigeria,2029,50304116.0
NGA,Nigeria,2030,50304116.0
NGA,Nigeria,2031,50304116.0
NGA,Nigeria,2032,50304116.0
NGA,Nigeria,2033,50304116.0
NGA,Nigeria,2034,50304116.0
NGA,Nigeria,2035,50304116.0
NGA,Nigeria,2036,50304116.0
NGA,Nigeria,2037,50304116.0
NGA,Nigeria,2038,50304116.0
NGA,Nigeria,2039,50304116.0
NGA,Nigeria,2040,50304116.0
NGA,Nigeria,2041,50304116.0
NGA,Nigeria,2042,50304116.0
NGA,Nigeria,2043,50304116.0
NGA,Nigeria,2044,50304116.0
NGA,Nigeria,2045,50304116.0
NGA,Nigeria,2046,50304116.0
NGA,Nigeria,2047,50304116.0
NGA,Nigeria,2048,50304116.0
NGA,Nigeria,2049,50304116.0
NGA,Nigeria,2050,50304116.0
NIC,Nicaragua,2023,6884.0
NIC,Nicaragua,2024,6884.0
NIC,Nicaragua,2025,6884.0
NIC,Nicaragua,2026,6884.0
NIC,Nicaragua,2027,6884.0
NIC,Nicaragua,2028,6884.0
NIC,Nicaragua,2029,6884.0
NIC,Nicaragua,2030,6884.0
NIC,Nicaragua,2031,6884.0
NIC,Nicaragua,2032,6884.0
NIC,Nicaragua,2033,6884.0
NIC,Nicaragua,2034,6884.0
NIC,Nicaragua,2035,6884.0
NIC,Nicaragua,2036,6884.0
NIC,Nicaragua,2037,6884.0
NIC,Nicaragua,2038,6884.0
NIC,Nicaragua,2039,6884.0
NIC,Nicaragua,2040,6884.0
NIC,Nicaragua,2041,6884.0
NIC,Nicaragua,2042,6884.0
NIC,Nicaragua,2043,6884.0
NIC,Nicaragua,2044,6884.0
NIC,Nicaragua,2045,6884.0
NIC,Nicaragua,2046,6884.0
NIC,Nicaragua,2047,6884.0
NIC,Nicaragua,2048,6884.0
NIC,Nicaragua,2049,6884.0
NIC,Nicaragua,2050,6884.0
NIU,Niue,2023,0.0
NIU,Niue,2024,0.0
NIU,Niue,2025,0.0
NIU,Niue,2026,0.0
NIU,Niue,2027,0.0
NIU,Niue,2028,0.0
NIU,Niue,2029,0.0
NIU,Niue,2030,0.0
NIU,Niue,2031,0.0
NIU,Niue,2032,0.0
NIU,Niue,2033,0.0
NIU,Niue,2034,0.0
NIU,Niue,2035,0.0
NIU,Niue,2036,0.0
NIU,Niue,2037,0.0
NIU,Niue,2038,0.0
NIU,Niue,2039,0.0
NIU,Niue,2040,0.0
NIU,Niue,2041,0.0
NIU,Niue,2042,0.0
NIU,Niue,2043,0.0
NIU,Niue,2044,0.0
NIU,Niue,2045,0.0
NIU,Niue,2046,0.0
NIU,Niue,2047,0.0
NIU,Niue,2048,0.0
NIU,Niue,2049,0.0
NIU,Niue,2050,0.0
NLD,Netherlands (Kingdom of the),2023,723000.0
NLD,Netherlands (Kingdom of the),2024,723000.0
NLD,Netherlands (Kingdom of the),2025,723000.0
NLD,Netherlands (Kingdom of the),2026,723000.0
NLD,Netherlands (Kingdom of the),2027,723000.0
NLD,Netherlands (Kingdom of the),2028,723000.0
NLD,Netherlands (Kingdom of the),2029,723000.0
NLD,Netherlands (Kingdom of the),2030,723000.0
NLD,Netherlands (Kingdom of the),2031,723000.0
NLD,Netherlands (Kingdom of the),2032,723000.0
NLD,Netherlands (Kingdom of the),2033,723000.0
NLD,Netherlands (Kingdom of the),2034,723000.0
NLD,Netherlands (Kingdom of the),2035,723000.0
NLD,Netherlands (Kingdom of the),2036,723000.0
NLD,Netherlands (Kingdom of the),2037,723000.0
NLD,Netherlands (Kingdom of the),2038,723000.0
NLD,Netherlands (Kingdom of the),2039,723000.0
NLD,Netherlands (Kingdom of the),2040,723000.0
NLD,Netherlands (Kingdom of the),2041,723000.0
NLD,Netherlands (Kingdom of the),2042,723000.0
NLD,Netherlands (Kingdom of the),2043,723000.0
NLD,Netherlands (Kingdom of the),2044,723000.0
NLD,Netherlands (Kingdom of the),2045,723000.0
NLD,Netherlands (Kingdom of the),2046,723000.0
NLD,Netherlands (Kingdom of the),2047,723000.0
NLD,Netherlands (Kingdom of the),2048,723000.0
NLD,Netherlands (Kingdom of the),2049,723000.0
NLD,Netherlands (Kingdom of the),2050,723000.0
NOR,Norway,2023,2253000.0
NOR,Norway,2024,2253000.0
NOR,Norway,2025,2253000.0
NOR,Norway,2026,2253000.0
NOR,Norway,2027,2253000.0
NOR,Norway,2028,2253000.0
NOR,Norway,2029,2253000.0
NOR,Norway,2030,2253000.0
NOR,Norway,2031,2253000.0
NOR,Norway,2032,2253000.0
NOR,Norway,2033,2253000.0
NOR,Norway,2034,2253000.0
NOR,Norway,2035,2253000.0
NOR,Norway,2036,2253000.0
NOR,Norway,2037,2253000.0
NOR,Norway,2038,2253000.0
NOR,Norway,2039,2253000.0
NOR,Norway,2040,2253000.0
NOR,Norway,2041,2253000.0
NOR,Norway,2042,2253000.0
NOR,Norway,2043,2253000.0
NOR,Norway,2044,2253000.0
NOR,Norway,2045,2253000.0
NOR,Norway,2046,2253000.0
NOR,Norway,2047,2253000.0
NOR,Norway,2048,2253000.0
NOR,Norway,2049,2253000.0
NOR,Norway,2050,2253000.0
NPL,Nepal,2023,771205.0
NPL,Nepal,2024,771205.0
NPL,Nepal,2025,771205.0
NPL,Nepal,2026,771205.0
NPL,Nepal,2027,771205.0
NPL,Nepal,2028,771205.0
NPL,Nepal,2029,771205.0
NPL,Nepal,2030,771205.0
NPL,Nepal,2031,771205.0
NPL,Nepal,2032,771205.0
NPL,Nepal,2033,771205.0
NPL,Nepal,2034,771205.0
NPL,Nepal,2035,771205.0
NPL,Nepal,2036,771205.0
NPL,Nepal,2037,771205.0
